collection_name	track_name	artist_name	track_number	release_date	apple_collection_view_url	apple_track_view_url	youtube_collection_name	youtube_track_name	youtube_collection_view_url	youtube_track_view_url
【睡眠用】東方ピアノ癒やし子守唄３( ˘ω˘ )Zzz…【1時間】		TAMUSIC					不明	不明	不明	不明
【睡眠用】東方ピアノ癒やし子守唄２( ˘ω˘ )Zzz…【1時間】		TAMUSIC					不明	不明	不明	不明
境界の東方子守唄		TAMUSIC					境界の東方子守唄		https://music.youtube.com/browse/MPREb_Y7PZ5srKdPj	https://music.youtube.com/watch?v=
ピアノのための東方超絶技巧曲集１		TAMUSIC					ピアノのための東方超絶技巧曲集１		https://music.youtube.com/browse/MPREb_OAhD3g2TdGt	https://music.youtube.com/watch?v=
東方バイオリンロック風-KAZE-		TAMUSIC					東方バイオリンロック風-KAZE-		https://music.youtube.com/browse/MPREb_M8HDPGFxwMz	https://music.youtube.com/watch?v=
ピアノのための東方超絶技巧曲集２		TAMUSIC					ピアノのための東方超絶技巧曲集２		https://music.youtube.com/browse/MPREb_S83OU0NORB0	https://music.youtube.com/watch?v=
東方バイオリンロック 星-HOSHI-		TAMUSIC					東方バイオリンロック 星-HOSHI-		https://music.youtube.com/browse/MPREb_JjKeqdayw6o	https://music.youtube.com/watch?v=
聖なる東方子守唄		TAMUSIC					聖なる東方子守唄		https://music.youtube.com/browse/MPREb_3WVuRzq3EvY	https://music.youtube.com/watch?v=
東方弦奏歌-SERPENT-		TAMUSIC					東方弦奏歌-SERPENT-		https://music.youtube.com/browse/MPREb_Q6nLcMnLoJd	https://music.youtube.com/watch?v=
東方四重奏 Full Moon		TAMUSIC					東方四重奏 Full Moon		https://music.youtube.com/browse/MPREb_p6eBDxh5tYz	https://music.youtube.com/watch?v=
東方バイオリンロック 文-AYA-		TAMUSIC					東方バイオリンロック 文-AYA-		https://music.youtube.com/browse/MPREb_QNcM6WYu3GW	https://music.youtube.com/watch?v=
東方ピアノ子守唄(CD150枚記念作品)		TAMUSIC					東方ピアノ子守唄(CD150枚記念作品)		https://music.youtube.com/browse/MPREb_s9ePbyk0w3N	https://music.youtube.com/watch?v=
ピアノのための東方超絶技巧曲集３		TAMUSIC					ピアノのための東方超絶技巧曲集３		https://music.youtube.com/browse/MPREb_ivQCl7lAbrT	https://music.youtube.com/watch?v=
東方四重奏 Flowering		TAMUSIC					東方四重奏 Flowering		https://music.youtube.com/browse/MPREb_EJvmy6ouUof	https://music.youtube.com/watch?v=
東方バイオリンロック 氷-KORI-		TAMUSIC					東方バイオリンロック 氷-KORI-		https://music.youtube.com/browse/MPREb_tWsZa9lqKdX	https://music.youtube.com/watch?v=
ピアノのための東方超絶技巧曲集４		TAMUSIC					ピアノのための東方超絶技巧曲集４		https://music.youtube.com/browse/MPREb_zXF0Qo63nQ8	https://music.youtube.com/watch?v=
東方弦奏歌-MESSIAH-		TAMUSIC					東方弦奏歌-MESSIAH-		https://music.youtube.com/browse/MPREb_OBs0D3YxrVo	https://music.youtube.com/watch?v=
東方バイオリンロック 紅-KURENAI-		TAMUSIC					東方バイオリンロック 紅-KURENAI-		https://music.youtube.com/browse/MPREb_2P9GdpP4SLV	https://music.youtube.com/watch?v=
ピアノのための東方超絶技巧曲集５		TAMUSIC					ピアノのための東方超絶技巧曲集５		https://music.youtube.com/browse/MPREb_6NByOhFMfT3	https://music.youtube.com/watch?v=
東方バイオリンロック 神-KAMI-		TAMUSIC					東方バイオリンロック 神-KAMI-		https://music.youtube.com/browse/MPREb_vgQCg5su4jv	https://music.youtube.com/watch?v=
ピアノのための東方超絶技巧曲集６		TAMUSIC					ピアノのための東方超絶技巧曲集６		https://music.youtube.com/browse/MPREb_qipZhvuVIWK	https://music.youtube.com/watch?v=
東方バイオリンロック 地-CHI- I		TAMUSIC					東方バイオリンロック 地-CHI- I		https://music.youtube.com/browse/MPREb_js7CbtOcM9u	https://music.youtube.com/watch?v=
東方弦奏オーケストラ１		TAMUSIC					東方弦奏オーケストラ１		https://music.youtube.com/browse/MPREb_gIFb13rxlLn	https://music.youtube.com/watch?v=
東方バイオリンロック 妖-AYAKASHI-		TAMUSIC					東方バイオリンロック 妖-AYAKASHI-		https://music.youtube.com/browse/MPREb_DZ4sVvol8Jl	https://music.youtube.com/watch?v=
東方バイオリンロック 零-ZERO-		TAMUSIC					東方バイオリンロック 零-ZERO-		https://music.youtube.com/browse/MPREb_p1GAbCOxwjx	https://music.youtube.com/watch?v=
ピアノのための東方超絶技巧曲集７		TAMUSIC					ピアノのための東方超絶技巧曲集７		https://music.youtube.com/browse/MPREb_dBLcmj2QlrN	https://music.youtube.com/watch?v=
東方弦奏オーケストラ２		TAMUSIC					東方弦奏オーケストラ２		https://music.youtube.com/browse/MPREb_RARpGBszFo0	https://music.youtube.com/watch?v=
東方バイオリンロック 地-CHI- II		TAMUSIC					東方バイオリンロック 地-CHI- II		https://music.youtube.com/browse/MPREb_OmBH5QawtVG	https://music.youtube.com/watch?v=
ピアノのための東方超絶技巧曲集８		TAMUSIC					ピアノのための東方超絶技巧曲集８		https://music.youtube.com/browse/MPREb_dAvaZrw27iG	https://music.youtube.com/watch?v=
東方バイオリンロック 輝-KAGAYAKI-		TAMUSIC					東方バイオリンロック 輝-KAGAYAKI-		https://music.youtube.com/browse/MPREb_ZlkVjTg7own	https://music.youtube.com/watch?v=
東方バイオリンロック Q-QUALIA-		TAMUSIC					東方バイオリンロック Q-QUALIA-		https://music.youtube.com/browse/MPREb_Nkepsi1YdYf	https://music.youtube.com/watch?v=
ピアノのための東方超絶技巧曲集９		TAMUSIC					ピアノのための東方超絶技巧曲集９		https://music.youtube.com/browse/MPREb_YDAmpajkfZO	https://music.youtube.com/watch?v=
東方バイオリンロック 紺-KAN-		TAMUSIC					東方バイオリンロック 紺-KAN-		https://music.youtube.com/browse/MPREb_btBhMFU4jWj	https://music.youtube.com/watch?v=
東方四重奏 Holy		TAMUSIC					東方四重奏 Holy		https://music.youtube.com/browse/MPREb_M2hxs0JtoZb	https://music.youtube.com/watch?v=
ピアノのための東方幻想曲集		TAMUSIC					ピアノのための東方幻想曲集		https://music.youtube.com/browse/MPREb_xKSdR9SK7tA	https://music.youtube.com/watch?v=
東方弦奏オーケストラ３		TAMUSIC					東方弦奏オーケストラ３		https://music.youtube.com/browse/MPREb_Te9CWP3kFCZ	https://music.youtube.com/watch?v=
東方バイオリンロック 秘-HI-		TAMUSIC					東方バイオリンロック 秘-HI-		https://music.youtube.com/browse/MPREb_4jpAMq8pE03	https://music.youtube.com/watch?v=
【睡眠用】東方ピアノ癒やし子守唄１ ( ˘ω˘ )Zzz…【1時間】		TAMUSIC					【睡眠用】東方ピアノ癒やし子守唄１ ( ˘ω˘ )Zzz…【1時間】		https://music.youtube.com/browse/MPREb_7ST6DQ9l7vm	https://music.youtube.com/watch?v=
Sight of Nominal Reverie		S/N Ravens					Sight of Nominal Reverie		https://music.youtube.com/browse/MPREb_ySzGdrYfoEB	https://music.youtube.com/watch?v=
NANA HOLIC III -DIGITAL-		SOUND HOLIC feat. Nana Takahashi					NANA HOLIC III -DIGITAL-		https://music.youtube.com/browse/MPREb_oDyvGejR2jW	https://music.youtube.com/watch?v=
NANA HOLIC II -DIGITAL-		SOUND HOLIC feat. Nana Takahashi					NANA HOLIC II -DIGITAL-		https://music.youtube.com/browse/MPREb_QwZ3tdZOxlQ	https://music.youtube.com/watch?v=
NANA HOLIC		SOUND HOLIC feat. Nana Takahashi					NANA HOLIC		https://music.youtube.com/browse/MPREb_OlntWGlGvop	https://music.youtube.com/watch?v=
Rolling Contact		Rolling Contact					Rolling Contact		https://music.youtube.com/browse/MPREb_XY8zjYEayaA	https://music.youtube.com/watch?v=
Element Vision		Rolling Contact					Element Vision		https://music.youtube.com/browse/MPREb_fWNPIRC0lCa	https://music.youtube.com/watch?v=
Awesome Night !!		Rolling Contact					Awesome Night !!		https://music.youtube.com/browse/MPREb_zRnNGhel37X	https://music.youtube.com/watch?v=
暁牙焔殊		Rolling Contact					暁牙焔殊		https://music.youtube.com/browse/MPREb_plPLTKmHRHd	https://music.youtube.com/watch?v=
Amuse Beat Connection		Rolling Contact					Amuse Beat Connection		https://music.youtube.com/browse/MPREb_umnPhj031hc	https://music.youtube.com/watch?v=
Little Thin Light		Rolling Contact					Little Thin Light		https://music.youtube.com/browse/MPREb_LXQW7p3QWkr	https://music.youtube.com/watch?v=
First wave ELECTRO		Rolling Contact					First wave ELECTRO		https://music.youtube.com/browse/MPREb_nPcqT6mS0b6	https://music.youtube.com/watch?v=
PEACE YO !		Rolling Contact					PEACE YO !		https://music.youtube.com/browse/MPREb_BHjqPS4n6Km	https://music.youtube.com/watch?v=
Dream Blossom		Rolling Contact					Dream Blossom		https://music.youtube.com/browse/MPREb_W8oDtUA61BA	https://music.youtube.com/watch?v=
Silver Sliver		Rolling Contact					Silver Sliver		https://music.youtube.com/browse/MPREb_Yb49XS4BlC0	https://music.youtube.com/watch?v=
禍魂艶夢		Rolling Contact					禍魂艶夢		https://music.youtube.com/browse/MPREb_SEqYyqKqid2	https://music.youtube.com/watch?v=
Dead'n'Being		Rolling Contact					Dead'n'Being		https://music.youtube.com/browse/MPREb_lLEQ2HKuhf2	https://music.youtube.com/watch?v=
蓮弾円封		Rolling Contact					蓮弾円封		https://music.youtube.com/browse/MPREb_UTgncZZwFJn	https://music.youtube.com/watch?v=
Downpour Field		Rolling Contact					Downpour Field		https://music.youtube.com/browse/MPREb_QZUTZyK7DnW	https://music.youtube.com/watch?v=
Thunderstorm Field		Rolling Contact					Thunderstorm Field		https://music.youtube.com/browse/MPREb_g5o19KoJ0BM	https://music.youtube.com/watch?v=
Misty Field		Rolling Contact					Misty Field		https://music.youtube.com/browse/MPREb_Y5yUcVh6M7y	https://music.youtube.com/watch?v=
Distorted Terror 2		Rolling Contact					Distorted Terror 2		https://music.youtube.com/browse/MPREb_mOFgDYL62Zu	https://music.youtube.com/watch?v=
B/M GLADIATOR		Rolling Contact					B/M GLADIATOR		https://music.youtube.com/browse/MPREb_tLZaBGd2K2x	https://music.youtube.com/watch?v=
TOHO EURO TRIGGER VOL.08		K2E†Cradle					TOHO EURO TRIGGER VOL.08		https://music.youtube.com/browse/MPREb_xacJ5lJmlZ3	https://music.youtube.com/watch?v=
TOHO EURO TRIGGER VOL.07		K2E†Cradle					TOHO EURO TRIGGER VOL.07		https://music.youtube.com/browse/MPREb_J9y2SUkcyPu	https://music.youtube.com/watch?v=
ESQUARIA INST BEST 002		ESQUARIA					不明	不明	不明	不明
TH Boxxxxx		ClumsyRecord					TH Boxxxxx		https://music.youtube.com/browse/MPREb_e0OLhTtwVBy	https://music.youtube.com/watch?v=
the TOHO Creation EP		ClumsyRecord					the TOHO Creation EP		https://music.youtube.com/browse/MPREb_T3W1askOxSp	https://music.youtube.com/watch?v=
Red Resolution		カワテ☆ブクロ					Red Resolution		https://music.youtube.com/browse/MPREb_UFqduYxc15s	https://music.youtube.com/watch?v=
Amateras Records Extended Selection Vol.1		Amateras Records					Amateras Records Extended Selection Vol.1 (-DJ USE EDITION-)		https://music.youtube.com/browse/MPREb_CCNKqXL6lYK	https://music.youtube.com/watch?v=
Accelerated Beats		Amateras Records					Accelerated Beats		https://music.youtube.com/browse/MPREb_GzvMjqbOw71	https://music.youtube.com/watch?v=
Special Smile		Amateras Records					Special Smile		https://music.youtube.com/browse/MPREb_PjTYeAjYSy0	https://music.youtube.com/watch?v=
Re/verse -Amateras Records Remixes Vol.6-		Amateras Records					Re/verse -Amateras Records Remixes Vol.6-		https://music.youtube.com/browse/MPREb_k6UMLpJ5Afy	https://music.youtube.com/watch?v=
Re/verse -Amateras Records Remixes Vol.6 the instrumental-		Amateras Records					Re/verse -Amateras Records Remixes Vol.6 the instrumental-		https://music.youtube.com/browse/MPREb_idukzcpvGtV	https://music.youtube.com/watch?v=
Aspherical Surface e.p.		Alstroemeria Records					Aspherical Surface e.p.		https://music.youtube.com/browse/MPREb_eGZw1I4PySB	https://music.youtube.com/watch?v=
IMAGINARY JOURNEY		Alstroemeria Records					IMAGINARY JOURNEY		https://music.youtube.com/browse/MPREb_uyX6SU4opzT	https://music.youtube.com/watch?v=
PODIUM EPISODE 03 -RETROSPECTIVE-		Alstroemeria Records					PODIUM EPISODE 03 -RETROSPECTIVE-		https://music.youtube.com/browse/MPREb_kcAUKFj2EPO	https://music.youtube.com/watch?v=
PODIUM EPISODE 02 -PROGRESSIVE-		Alstroemeria Records					PODIUM EPISODE 02 -PROGRESSIVE-		https://music.youtube.com/browse/MPREb_Pm3xOz0I3WF	https://music.youtube.com/watch?v=
COLLAGE		Alstroemeria Records					COLLAGE		https://music.youtube.com/browse/MPREb_AZpirkMCJ2I	https://music.youtube.com/watch?v=
ENCLOSED DANCEHALL		Alstroemeria Records					ENCLOSED DANCEHALL		https://music.youtube.com/browse/MPREb_RwtFAQTdbc9	https://music.youtube.com/watch?v=
PODIUM EPISODE 01 -IN THE MIX-		Alstroemeria Records					PODIUM EPISODE 01 -IN THE MIX-		https://music.youtube.com/browse/MPREb_MRa1F4DZYmc	https://music.youtube.com/watch?v=
Fragile		Alstroemeria Records					Fragile		https://music.youtube.com/browse/MPREb_uGyU8FdhvHg	https://music.youtube.com/watch?v=
OVERRIDE DANCEHALL		Alstroemeria Records					OVERRIDE DANCEHALL		https://music.youtube.com/browse/MPREb_26qxmyNWrJP	https://music.youtube.com/watch?v=
RESONATE DANCEHALL		Alstroemeria Records					RESONATE DANCEHALL		https://music.youtube.com/browse/MPREb_WpE2m25A8tD	https://music.youtube.com/watch?v=
Eunomia -Alstroemeria Records 15years-		Alstroemeria Records					Eunomia -Alstroemeria Records 15years-		https://music.youtube.com/browse/MPREb_8Rhd82WWZk7	https://music.youtube.com/watch?v=
FARGRIK		Alstroemeria Records					FARGRIK		https://music.youtube.com/browse/MPREb_IB5WLWuuleR	https://music.youtube.com/watch?v=
SALVAGE DANCEHALL		Alstroemeria Records					SALVAGE DANCEHALL		https://music.youtube.com/browse/MPREb_88uphj41KCT	https://music.youtube.com/watch?v=
THE WORLD DESTINATION		Alstroemeria Records					THE WORLD DESTINATION		https://music.youtube.com/browse/MPREb_S1h1Ejcl6BW	https://music.youtube.com/watch?v=
of memories		Alstroemeria Records					of memories		https://music.youtube.com/browse/MPREb_Ig63WOuVBW8	https://music.youtube.com/watch?v=
Double Counterpoint		Alstroemeria Records					Double Counterpoint		https://music.youtube.com/browse/MPREb_5XmOJ0Dwtzg	https://music.youtube.com/watch?v=
PLASTIK WORLD		Alstroemeria Records					PLASTIK WORLD		https://music.youtube.com/browse/MPREb_kwsInKMIeUB	https://music.youtube.com/watch?v=
Fragment Reactions		Alstroemeria Records					Fragment Reactions		https://music.youtube.com/browse/MPREb_4t0IrQ0W3EF	https://music.youtube.com/watch?v=
東方幻樂編曲集第参集 禅 -Zen-		Alstroemeria Records					東方幻樂編曲集第参集 禅 -Zen-		https://music.youtube.com/browse/MPREb_zC1T3sJRhx0	https://music.youtube.com/watch?v=
境界線のファンタジー		AbsoЯute Zero					境界線のファンタジー		https://music.youtube.com/browse/MPREb_YP3XCZH9JCI	https://music.youtube.com/watch?v=
オーケストラ稀翁玉		外柿山					オーケストラ稀翁玉		https://music.youtube.com/browse/MPREb_ReUp2VbcV74	https://music.youtube.com/watch?v=
Black Border, White Region		荒御霊					Black Border, White Region		https://music.youtube.com/browse/MPREb_NSFBE3yGkCx	https://music.youtube.com/watch?v=
Phantagenic Moments		荒御霊					Phantagenic Moments		https://music.youtube.com/browse/MPREb_85ybBZRSjXI	https://music.youtube.com/watch?v=
東方フィルハーモニー交響楽団11 神		交響アクティブNEETs					東方フィルハーモニー交響楽団11 神		https://music.youtube.com/browse/MPREb_SgOH530SOSE	https://music.youtube.com/watch?v=
東方フィルハーモニー交響楽団10 秘		交響アクティブNEETs					東方フィルハーモニー交響楽団10 秘		https://music.youtube.com/browse/MPREb_TmCDpfQNpFy	https://music.youtube.com/watch?v=
東方フィルハーモニー交響楽団１ 紅		交響アクティブNEETs					東方フィルハーモニー交響楽団1 紅		https://music.youtube.com/browse/MPREb_zZtKqbNHRPg	https://music.youtube.com/watch?v=
東方爆音ジャズ３		東京アクティブNEETs					東方爆音ジャズ3		https://music.youtube.com/browse/MPREb_XgJkgi9pkKR	https://music.youtube.com/watch?v=
東方爆音ジャズ２		東京アクティブNEETs					東方爆音ジャズ2		https://music.youtube.com/browse/MPREb_VFaLwSYe7bO	https://music.youtube.com/watch?v=
東方爆音ジャズ14 天		東京アクティブNEETs					東方爆音ジャズ14 天		https://music.youtube.com/browse/MPREb_4VQaibUhCvQ	https://music.youtube.com/watch?v=
東方変波位相		外柿山					東方変波相 (変容する波形と位相。)		https://music.youtube.com/browse/MPREb_qO0wFoEM1Lx	https://music.youtube.com/watch?v=
彁		凋叶棕					彁		https://music.youtube.com/browse/MPREb_NcNnmgxDpz5	https://music.youtube.com/watch?v=
眇		凋叶棕&ホシニセ					眇		https://music.youtube.com/browse/MPREb_73CxtOEl47I	https://music.youtube.com/watch?v=
奏		凋叶棕					奏		https://music.youtube.com/browse/MPREb_hCM0MSU3qhS	https://music.youtube.com/watch?v=
娶		凋叶棕					娶		https://music.youtube.com/browse/MPREb_tQari4RIjxG	https://music.youtube.com/watch?v=
逆		凋叶棕					逆		https://music.youtube.com/browse/MPREb_GQMkNil1Rgv	https://music.youtube.com/watch?v=
祀(配信Ver)		凋叶棕					祀(配信Ver)		https://music.youtube.com/browse/MPREb_OzwMxjRCLWa	https://music.youtube.com/watch?v=
音(配信Ver)		凋叶棕					音(配信Ver)		https://music.youtube.com/browse/MPREb_mbEHKz289j8	https://music.youtube.com/watch?v=
随(配信Ver)		凋叶棕					随(配信Ver)		https://music.youtube.com/browse/MPREb_9FcC8X6jDHo	https://music.youtube.com/watch?v=
伝		凋叶棕					伝		https://music.youtube.com/browse/MPREb_BWMWSQkeDYS	https://music.youtube.com/watch?v=
夢(配信Ver)		凋叶棕					夢(配信Ver)		https://music.youtube.com/browse/MPREb_sl46nvkvrGR	https://music.youtube.com/watch?v=
掲		凋叶棕					掲		https://music.youtube.com/browse/MPREb_pfl5MCM4f8l	https://music.youtube.com/watch?v=
密(配信Ver)		凋叶棕					密(配信Ver)		https://music.youtube.com/browse/MPREb_R1jVcerUuVK	https://music.youtube.com/watch?v=
喩		凋叶棕					喩		https://music.youtube.com/browse/MPREb_wof4bCjMIqk	https://music.youtube.com/watch?v=
求		凋叶棕					求		https://music.youtube.com/browse/MPREb_IrS6XMbQstD	https://music.youtube.com/watch?v=
奉(配信Ver)		凋叶棕					奉(配信Ver)		https://music.youtube.com/browse/MPREb_wImCxpoGTqh	https://music.youtube.com/watch?v=
屠(配信ver)		凋叶棕					屠(配信ver)		https://music.youtube.com/browse/MPREb_Tyh3LgLSAUB	https://music.youtube.com/watch?v=
望		凋叶棕					望		https://music.youtube.com/browse/MPREb_QByYHCEqJlz	https://music.youtube.com/watch?v=
改		凋叶棕					改		https://music.youtube.com/browse/MPREb_IXPVYbvKxz4	https://music.youtube.com/watch?v=
徒		凋叶棕					徒		https://music.youtube.com/browse/MPREb_a4HM6Fd1kSM	https://music.youtube.com/watch?v=
辿／誘(配信Ver)		凋叶棕					辿/誘(配信Ver)		https://music.youtube.com/browse/MPREb_tU7JIEwcIoG	https://music.youtube.com/watch?v=
騙(配信Ver)		凋叶棕					騙(配信Ver)		https://music.youtube.com/browse/MPREb_gSEbUVaax0M	https://music.youtube.com/watch?v=
彩(配信Ver)		凋叶棕					彩(配信Ver)		https://music.youtube.com/browse/MPREb_OwSA8fcNAiw	https://music.youtube.com/watch?v=
綴		凋叶棕					綴		https://music.youtube.com/browse/MPREb_SNkNTYbHbp5	https://music.youtube.com/watch?v=
遙		凋叶棕					遙		https://music.youtube.com/browse/MPREb_WoAZuMFYtzf	https://music.youtube.com/watch?v=
憩		凋叶棕					憩		https://music.youtube.com/browse/MPREb_SsQFFUNyt2f	https://music.youtube.com/watch?v=
廻(配信ver)		凋叶棕					廻(配信ver)		https://music.youtube.com/browse/MPREb_1rQ2WyrBLAM	https://music.youtube.com/watch?v=
